conteudo,sentimento,tema,universidade,perfil
Apoio total à criação de serviços de apoio psicológico gratuito no campus. Era o mínimo.,positivo,Saúde Mental no Ambiente Universitário,UFBA,progressista-nordestino
"Voto aos 16 sim, mas a discussão sobre obrigatório vs. facultativo é legítima e não tem resposta óbvia.",neutro,Voto Obrigatório vs. Facultativo aos 16 Anos,UNB,político-crítico
"vixe, plataforma que lucra com ódio precisa ser responsabilizada. Regulamentação é urgente.",positivo,Regulamentação das Redes Sociais e Discurso de Ódio,UFBA,progressista-nordestino
"O custo da transição precisa ser distribuído de forma progressiva. Não é simples, mas é necessário.",neutro,Transição Energética e Custo para a População,MACKENZIE,conservador-técnico
"Suporte psicológico é necessário, mas não suficiente. O debate precisa ir além do atendimento individual.",neutro,Saúde Mental no Ambiente Universitário,UNICAMP,técnico-crítico
Preciso ver a proposta completa antes de opinar. Detalhes de alíquota e base de cálculo mudam tudo.,neutro,Reforma Tributária e Imposto sobre Grandes Fortunas,UFBA,progressista-nordestino
"Apoio a iniciativa, mas quero ver dados de impacto antes de dizer que está funcionando.",neutro,Saúde Mental no Ambiente Universitário,UFBA,progressista-nordestino
"que negócio é esse, tem universidade federal com obra parada há 10 anos e orçamento gigante. O problema não é só dinheiro.",negativo,Cortes no Orçamento das Universidades Federais,UNB,político-crítico
Apoio total à criação de serviços de apoio psicológico gratuito no campus. Era o mínimo.,positivo,Saúde Mental no Ambiente Universitário,UNICAMP,técnico-crítico
"Oxe, cortaram bolsa de IC, verba de laboratório e agora querem cortar manutenção de campus. Até quando?",positivo,Cortes no Orçamento das Universidades Federais,UNB,político-crítico
"Apoio regulamentação, mas com revisão independente e sem controle governamental direto.",neutro,Regulamentação das Redes Sociais e Discurso de Ódio,UFRJ,progressista-carioca
"Suporte psicológico é necessário, mas não suficiente. O debate precisa ir além do atendimento individual.",neutro,Saúde Mental no Ambiente Universitário,UFMG,progressista-regional
"Contra corte indiscriminado, mas a favor de auditoria e transparência no uso do orçamento universitário.",neutro,Cortes no Orçamento das Universidades Federais,UFRJ,progressista-carioca
Financiar faculdade privada de baixa qualidade com dinheiro público não é inclusão — é desperdício.,negativo,Expansão ou Corte do FIES e ProUni,UNB,político-crítico
Nem desarmamento total nem porte livre. Regulamentação séria com critério é o meio-termo razoável.,neutro,Desarmamento vs. Flexibilização do Porte de Armas,USP,progressista-técnico
"Oxe, cortaram bolsa de IC, verba de laboratório e agora querem cortar manutenção de campus. Até quando?",positivo,Cortes no Orçamento das Universidades Federais,UFBA,progressista-nordestino
Prefiro debater educação política nas escolas antes de decidir sobre obrigatoriedade.,neutro,Voto Obrigatório vs. Facultativo aos 16 Anos,UFRJ,progressista-carioca
"A reforma simplificou o consumo, mas deixou a renda intocada. Avanço parcial.",neutro,Reforma Tributária e Imposto sobre Grandes Fortunas,FGV,liberal-econômico
"O custo da transição precisa ser distribuído de forma progressiva. Não é simples, mas é necessário.",neutro,Transição Energética e Custo para a População,UFMG,progressista-regional
"ai meu deus, quem define o que é discurso de ódio? O governo? Isso é perigoso demais.",negativo,Regulamentação das Redes Sociais e Discurso de Ódio,PUC_SP,progressista-católico
"IGF afasta investimento e capital. Na prática gera menos arrecadação, não mais.",negativo,Reforma Tributária e Imposto sobre Grandes Fortunas,UNB,político-crítico
"O custo da transição precisa ser distribuído de forma progressiva. Não é simples, mas é necessário.",neutro,Transição Energética e Custo para a População,UFRJ,progressista-carioca
FIES tem problema de inadimplência estrutural. Precisa de reforma antes de expansão.,neutro,Expansão ou Corte do FIES e ProUni,USP,progressista-técnico
"Apoio regulamentação, mas com revisão independente e sem controle governamental direto.",neutro,Regulamentação das Redes Sociais e Discurso de Ódio,UNB,político-crítico
Cada campus tem realidade diferente. Uma política nacional de saúde mental universitária precisa de flexibilidade.,neutro,Saúde Mental no Ambiente Universitário,UNICAMP,técnico-crítico
Regulamentação de conteúdo é censura com outro nome. Sou contra.,negativo,Regulamentação das Redes Sociais e Discurso de Ódio,UFRJ,progressista-carioca
"Sou contra IGF. Quem tem patrimônio já paga IPTU, ITCMD, dividendos. Mais imposto não é solução.",negativo,Reforma Tributária e Imposto sobre Grandes Fortunas,UFMG,progressista-regional
FIES tem problema de inadimplência estrutural. Precisa de reforma antes de expansão.,neutro,Expansão ou Corte do FIES e ProUni,INSPER,liberal-meritocrático
"cara, quem define o que é discurso de ódio? O governo? Isso é perigoso demais.",negativo,Regulamentação das Redes Sociais e Discurso de Ódio,USP,progressista-técnico
Liberdade de expressão não é liberdade pra desumanizar. Apoio o PL das redes.,positivo,Regulamentação das Redes Sociais e Discurso de Ódio,PUC_SP,progressista-católico
"A reforma simplificou o consumo, mas deixou a renda intocada. Avanço parcial.",neutro,Reforma Tributária e Imposto sobre Grandes Fortunas,UNICAMP,técnico-crítico
O problema de saúde mental universitária tem raiz na precariedade do próprio sistema. Não resolve com palestra.,negativo,Saúde Mental no Ambiente Universitário,UFRJ,progressista-carioca
"Sou a favor da transição, mas o ritmo proposto é irreal e vai comprometer abastecimento.",negativo,Transição Energética e Custo para a População,UFBA,progressista-nordestino
"Os dados internacionais apontam pra restrição, mas o contexto brasileiro tem especificidades.",neutro,Desarmamento vs. Flexibilização do Porte de Armas,UNICAMP,técnico-crítico
Difícil equilibrar proteção contra ódio e liberdade de expressão. Não existe solução perfeita.,neutro,Regulamentação das Redes Sociais e Discurso de Ódio,PUC_SP,progressista-católico
"O corte é real e prejudica, mas a solução não é só mais recurso — é também mais eficiência.",neutro,Cortes no Orçamento das Universidades Federais,UNB,político-crítico
"Suporte psicológico é necessário, mas não suficiente. O debate precisa ir além do atendimento individual.",neutro,Saúde Mental no Ambiente Universitário,MACKENZIE,conservador-técnico
"Suporte psicológico é necessário, mas não suficiente. O debate precisa ir além do atendimento individual.",neutro,Saúde Mental no Ambiente Universitário,UFRJ,progressista-carioca
"Apoio a iniciativa, mas quero ver dados de impacto antes de dizer que está funcionando.",neutro,Saúde Mental no Ambiente Universitário,UFRJ,progressista-carioca
"Sou a favor da transição, mas o ritmo proposto é irreal e vai comprometer abastecimento.",negativo,Transição Energética e Custo para a População,UNB,político-crítico
"Sou a favor da transição, mas o ritmo proposto é irreal e vai comprometer abastecimento.",negativo,Transição Energética e Custo para a População,UFMG,progressista-regional
"Corte dói, mas o orçamento público é finito. Precisamos de priorização, não de carta branca.",negativo,Cortes no Orçamento das Universidades Federais,UFRJ,progressista-carioca
"Sô, crise climática não espera o momento politicamente conveniente. Precisamos agir agora.",positivo,Transição Energética e Custo para a População,UFRJ,progressista-carioca
Prefiro debater educação política nas escolas antes de decidir sobre obrigatoriedade.,neutro,Voto Obrigatório vs. Facultativo aos 16 Anos,UFRJ,progressista-carioca
"IGF faz sentido em tese, mas a implementação no Brasil seria complexa demais sem reforma do judiciário junto.",neutro,Reforma Tributária e Imposto sobre Grandes Fortunas,UNICAMP,técnico-crítico
Cada disciplina tem uma relação diferente com IA. Não dá pra ter uma regra única pra tudo.,neutro,Regulamentação do Uso de IA em Provas e TCCs,FGV,liberal-econômico
"faz sentido, universidade federal não pode depender de repasse que muda a cada governo. Precisamos de autonomia orçamentária garantida em lei.",positivo,Cortes no Orçamento das Universidades Federais,FGV,liberal-econômico
"Apoio descriminalização em casos extremos, mas legalização ampla ainda gera dúvidas pra mim.",neutro,Descriminalização vs. Legalização do Aborto,UFMG,progressista-regional
"véi, tem universidade federal com obra parada há 10 anos e orçamento gigante. O problema não é só dinheiro.",negativo,Cortes no Orçamento das Universidades Federais,UFRJ,progressista-carioca
"Regulamentar sim, proibir não. A IA veio pra ficar e a universidade precisa se adaptar.",positivo,Regulamentação do Uso de IA em Provas e TCCs,INSPER,liberal-meritocrático
Transição energética não pode jogar a conta no consumidor de baixa renda. Isso é injustiça disfarçada de ecologia.,negativo,Transição Energética e Custo para a População,USP,progressista-técnico
Subsídio a energia solar beneficia quem tem telhado e dinheiro pra painel. Não é política popular.,negativo,Transição Energética e Custo para a População,UNB,político-crítico
"Suporte psicológico é necessário, mas não suficiente. O debate precisa ir além do atendimento individual.",neutro,Saúde Mental no Ambiente Universitário,UFRJ,progressista-carioca
"tá ligado, facultativo favorece quem já tem voz. Obrigatório democratiza de verdade.",negativo,Voto Obrigatório vs. Facultativo aos 16 Anos,USP,progressista-técnico
"O custo da transição precisa ser distribuído de forma progressiva. Não é simples, mas é necessário.",neutro,Transição Energética e Custo para a População,UNICAMP,técnico-crítico
"IGF faz sentido em tese, mas a implementação no Brasil seria complexa demais sem reforma do judiciário junto.",neutro,Reforma Tributária e Imposto sobre Grandes Fortunas,UFMG,progressista-regional
"O custo da transição precisa ser distribuído de forma progressiva. Não é simples, mas é necessário.",neutro,Transição Energética e Custo para a População,PUC_SP,progressista-católico
Cidadão de bem desarmado é vítima fácil. Sou a favor do porte responsável.,negativo,Desarmamento vs. Flexibilização do Porte de Armas,PUC_SP,progressista-católico
"Antes de reclamar de corte, as universidades deveriam apresentar prestação de contas séria.",negativo,Cortes no Orçamento das Universidades Federais,UFBA,progressista-nordestino
"Sou a favor da transição, mas o ritmo proposto é irreal e vai comprometer abastecimento.",negativo,Transição Energética e Custo para a População,UFMG,progressista-regional
"basicamente, o Brasil tem uma das tributações mais regressivas do mundo. Quem ganha menos paga mais. Isso precisa mudar.",positivo,Reforma Tributária e Imposto sobre Grandes Fortunas,INSPER,liberal-meritocrático
Regulamentação de conteúdo é censura com outro nome. Sou contra.,negativo,Regulamentação das Redes Sociais e Discurso de Ódio,USP,progressista-técnico
"vixe, plataforma que lucra com ódio precisa ser responsabilizada. Regulamentação é urgente.",positivo,Regulamentação das Redes Sociais e Discurso de Ódio,UFBA,progressista-nordestino
"Apoio a meta, mas o prazo e o modelo de financiamento precisam de debate técnico sério.",neutro,Transição Energética e Custo para a População,INSPER,liberal-meritocrático
"que brisa, reforma tributária bem feita simplifica e desoneração a produção. Não é criar novo imposto.",negativo,Reforma Tributária e Imposto sobre Grandes Fortunas,UFRJ,progressista-carioca
"oxe, há exceções que já são legais. Legalização ampla é diferente e eu discordo.",negativo,Descriminalização vs. Legalização do Aborto,UNB,político-crítico
"simbora, criar um 'setor de bem-estar' sem mudar a cultura de pressão é enganação.",negativo,Saúde Mental no Ambiente Universitário,UFRJ,progressista-carioca
Difícil tomar partido sem ver o orçamento detalhado. Onde exatamente está sendo cortado?,neutro,Cortes no Orçamento das Universidades Federais,UFBA,progressista-nordestino
"Se a pessoa tem 16 e quer votar, ótimo. Se não quer, forçar não faz sentido.",positivo,Voto Obrigatório vs. Facultativo aos 16 Anos,UNICAMP,técnico-crítico
Transição energética não pode jogar a conta no consumidor de baixa renda. Isso é injustiça disfarçada de ecologia.,negativo,Transição Energética e Custo para a População,UNB,político-crítico
Big tech não se autorregula. Precisamos de lei com dente e órgão regulador independente.,positivo,Regulamentação das Redes Sociais e Discurso de Ódio,USP,progressista-técnico
Sou servidor e sei que tem muito desperdício interno. Corte cirúrgico é diferente de abandono.,negativo,Cortes no Orçamento das Universidades Federais,USP,progressista-técnico
"Apoio descriminalização em casos extremos, mas legalização ampla ainda gera dúvidas pra mim.",neutro,Descriminalização vs. Legalização do Aborto,USP,progressista-técnico
"ocê, há exceções que já são legais. Legalização ampla é diferente e eu discordo.",negativo,Descriminalização vs. Legalização do Aborto,UFMG,progressista-regional
"véi, banir IA é ingenuidade. Precisamos ensinar a usar com ética e transparência.",positivo,Regulamentação do Uso de IA em Provas e TCCs,UFRJ,progressista-carioca
Depende muito de como a educação cívica for implementada junto. Não dá pra separar.,neutro,Voto Obrigatório vs. Facultativo aos 16 Anos,UNICAMP,técnico-crítico
"bão demais, há exceções que já são legais. Legalização ampla é diferente e eu discordo.",negativo,Descriminalização vs. Legalização do Aborto,UFMG,progressista-regional
"Apoio a meta, mas o prazo e o modelo de financiamento precisam de debate técnico sério.",neutro,Transição Energética e Custo para a População,UNB,político-crítico
"IGF afasta investimento e capital. Na prática gera menos arrecadação, não mais.",negativo,Reforma Tributária e Imposto sobre Grandes Fortunas,UFBA,progressista-nordestino
Difícil tomar partido sem ver o orçamento detalhado. Onde exatamente está sendo cortado?,neutro,Cortes no Orçamento das Universidades Federais,UNB,político-crítico
"Apoio regulamentação, mas com revisão independente e sem controle governamental direto.",neutro,Regulamentação das Redes Sociais e Discurso de Ódio,UFMG,progressista-regional
Cada vaga do ProUni é uma família que ascende socialmente. Os dados mostram isso.,positivo,Expansão ou Corte do FIES e ProUni,FGV,liberal-econômico
"no geral, plataforma que lucra com ódio precisa ser responsabilizada. Regulamentação é urgente.",positivo,Regulamentação das Redes Sociais e Discurso de Ódio,MACKENZIE,conservador-técnico
"tá na moral, quem define o que é discurso de ódio? O governo? Isso é perigoso demais.",negativo,Regulamentação das Redes Sociais e Discurso de Ódio,UFRJ,progressista-carioca
"Apoio a meta, mas o prazo e o modelo de financiamento precisam de debate técnico sério.",neutro,Transição Energética e Custo para a População,INSPER,liberal-meritocrático
"Contra corte indiscriminado, mas a favor de auditoria e transparência no uso do orçamento universitário.",neutro,Cortes no Orçamento das Universidades Federais,FGV,liberal-econômico
IA gera texto plausível mas vazio. Deixar usar em TCC é institucionalizar a superficialidade.,negativo,Regulamentação do Uso de IA em Provas e TCCs,UFRJ,progressista-carioca
Sou contra. Vida começa na concepção e o Estado não pode legitimar seu fim.,negativo,Descriminalização vs. Legalização do Aborto,UFRJ,progressista-carioca
"mano, bandido não obedece lei de desarmamento. Só o cidadão honesto fica indefeso.",negativo,Desarmamento vs. Flexibilização do Porte de Armas,UNICAMP,técnico-crítico
Voto obrigatório aos 16 amplia participação e inclui quem mais vai sofrer as consequências das políticas.,negativo,Voto Obrigatório vs. Facultativo aos 16 Anos,UNB,político-crítico
"Apoio a iniciativa, mas quero ver dados de impacto antes de dizer que está funcionando.",neutro,Saúde Mental no Ambiente Universitário,MACKENZIE,conservador-técnico
"Manifestação unificada de reitores contra os cortes. Apoio total. Ciência não é gasto, é investimento.",positivo,Cortes no Orçamento das Universidades Federais,INSPER,liberal-meritocrático
"sério mesmo, há exceções que já são legais. Legalização ampla é diferente e eu discordo.",negativo,Descriminalização vs. Legalização do Aborto,MACKENZIE,conservador-técnico
"cara, aborto ilegal não evita aborto — mata mulher pobre. Descriminalização é pauta de saúde pública.",positivo,Descriminalização vs. Legalização do Aborto,INSPER,liberal-meritocrático
IA gera texto plausível mas vazio. Deixar usar em TCC é institucionalizar a superficialidade.,negativo,Regulamentação do Uso de IA em Provas e TCCs,UFRJ,progressista-carioca
É uma pauta que divide genuinamente por valores. Não consigo reduzir a certo ou errado.,neutro,Descriminalização vs. Legalização do Aborto,INSPER,liberal-meritocrático
"Oxe, cortaram bolsa de IC, verba de laboratório e agora querem cortar manutenção de campus. Até quando?",positivo,Cortes no Orçamento das Universidades Federais,UFBA,progressista-nordestino
"Regulamentação sim, mas o modelo importa. PL atual tem problemas sérios que precisam ser corrigidos.",neutro,Regulamentação das Redes Sociais e Discurso de Ódio,INSPER,liberal-meritocrático
IA gera texto plausível mas vazio. Deixar usar em TCC é institucionalizar a superficialidade.,negativo,Regulamentação do Uso de IA em Provas e TCCs,UFRJ,progressista-carioca
Reforma que não toca na concentração de riqueza não é reforma — é maquiagem fiscal.,positivo,Reforma Tributária e Imposto sobre Grandes Fortunas,UNB,político-crítico
Sou contra. Vida começa na concepção e o Estado não pode legitimar seu fim.,negativo,Descriminalização vs. Legalização do Aborto,FGV,liberal-econômico
Financiar faculdade privada de baixa qualidade com dinheiro público não é inclusão — é desperdício.,negativo,Expansão ou Corte do FIES e ProUni,UFMG,progressista-regional
Cada vaga do ProUni é uma família que ascende socialmente. Os dados mostram isso.,positivo,Expansão ou Corte do FIES e ProUni,UNB,político-crítico
"ai meu deus, o Brasil tem uma das tributações mais regressivas do mundo. Quem ganha menos paga mais. Isso precisa mudar.",positivo,Reforma Tributária e Imposto sobre Grandes Fortunas,PUC_SP,progressista-católico
"vixe, bandido não obedece lei de desarmamento. Só o cidadão honesto fica indefeso.",negativo,Desarmamento vs. Flexibilização do Porte de Armas,UFBA,progressista-nordestino
Restrição ao porte é paternalismo. Cada um deveria ter direito de se defender.,negativo,Desarmamento vs. Flexibilização do Porte de Armas,INSPER,liberal-meritocrático
"Nossa, que avanço ter esse debate de forma séria. A PUC precisava disso há anos.",positivo,Saúde Mental no Ambiente Universitário,UNB,político-crítico
Cada vaga do ProUni é uma família que ascende socialmente. Os dados mostram isso.,positivo,Expansão ou Corte do FIES e ProUni,UFBA,progressista-nordestino
"gente, banir IA é ingenuidade. Precisamos ensinar a usar com ética e transparência.",positivo,Regulamentação do Uso de IA em Provas e TCCs,PUC_SP,progressista-católico
Cada disciplina tem uma relação diferente com IA. Não dá pra ter uma regra única pra tudo.,neutro,Regulamentação do Uso de IA em Provas e TCCs,UFRJ,progressista-carioca
"tá na moral, universidade federal não pode depender de repasse que muda a cada governo. Precisamos de autonomia orçamentária garantida em lei.",positivo,Cortes no Orçamento das Universidades Federais,UFRJ,progressista-carioca
Regulamentação de conteúdo é censura com outro nome. Sou contra.,negativo,Regulamentação das Redes Sociais e Discurso de Ódio,USP,progressista-técnico
"O debate precisa separar posse em casa, porte em via pública e uso por CAC. São coisas diferentes.",neutro,Desarmamento vs. Flexibilização do Porte de Armas,UNICAMP,técnico-crítico
"ocê, facultativo favorece quem já tem voz. Obrigatório democratiza de verdade.",negativo,Voto Obrigatório vs. Facultativo aos 16 Anos,UFMG,progressista-regional
"Apoio a meta, mas o prazo e o modelo de financiamento precisam de debate técnico sério.",neutro,Transição Energética e Custo para a População,UNICAMP,técnico-crítico
Liberdade de expressão não é liberdade pra desumanizar. Apoio o PL das redes.,positivo,Regulamentação das Redes Sociais e Discurso de Ódio,UFRJ,progressista-carioca
"Não é pauta de saúde pública, é pauta ideológica. Existem alternativas que precisam ser debatidas antes.",negativo,Descriminalização vs. Legalização do Aborto,UFRJ,progressista-carioca
Cada campus tem realidade diferente. Uma política nacional de saúde mental universitária precisa de flexibilidade.,neutro,Saúde Mental no Ambiente Universitário,MACKENZIE,conservador-técnico
"O corte é real e prejudica, mas a solução não é só mais recurso — é também mais eficiência.",neutro,Cortes no Orçamento das Universidades Federais,UFRJ,progressista-carioca
"Se a pessoa tem 16 e quer votar, ótimo. Se não quer, forçar não faz sentido.",positivo,Voto Obrigatório vs. Facultativo aos 16 Anos,UFMG,progressista-regional
"A reforma simplificou o consumo, mas deixou a renda intocada. Avanço parcial.",neutro,Reforma Tributária e Imposto sobre Grandes Fortunas,UFRJ,progressista-carioca
Países que legalizaram viram queda no número de abortos e zero aumento. Os dados estão aí.,positivo,Descriminalização vs. Legalização do Aborto,PUC_SP,progressista-católico
"faz sentido, universidade federal não pode depender de repasse que muda a cada governo. Precisamos de autonomia orçamentária garantida em lei.",positivo,Cortes no Orçamento das Universidades Federais,FGV,liberal-econômico
Nem desarmamento total nem porte livre. Regulamentação séria com critério é o meio-termo razoável.,neutro,Desarmamento vs. Flexibilização do Porte de Armas,UFBA,progressista-nordestino
"Mermão, o argumento de legítima defesa ignora que a maioria das mortes por arma é acidental ou impulsiva.",positivo,Desarmamento vs. Flexibilização do Porte de Armas,USP,progressista-técnico
"no final do dia, plataforma que lucra com ódio precisa ser responsabilizada. Regulamentação é urgente.",positivo,Regulamentação das Redes Sociais e Discurso de Ódio,FGV,liberal-econômico
Prefiro debater educação política nas escolas antes de decidir sobre obrigatoriedade.,neutro,Voto Obrigatório vs. Facultativo aos 16 Anos,UFBA,progressista-nordestino
"Oxe, cortar FIES em ano de desemprego alto é a pior decisão possível.",positivo,Expansão ou Corte do FIES e ProUni,UNB,político-crítico
"O custo da transição precisa ser distribuído de forma progressiva. Não é simples, mas é necessário.",neutro,Transição Energética e Custo para a População,UFBA,progressista-nordestino
"Regulamentação sim, mas o modelo importa. PL atual tem problemas sérios que precisam ser corrigidos.",neutro,Regulamentação das Redes Sociais e Discurso de Ódio,UFBA,progressista-nordestino
"IVA dual simplifica, mas sem progressividade real continuamos com sistema injusto.",positivo,Reforma Tributária e Imposto sobre Grandes Fortunas,UFBA,progressista-nordestino
"Autonomia sobre o próprio corpo não é pauta política, é direito humano fundamental.",positivo,Descriminalização vs. Legalização do Aborto,USP,progressista-técnico
"daora, FIES e ProUni são as únicas portas de entrada no ensino superior pra quem não passou em federal.",positivo,Expansão ou Corte do FIES e ProUni,USP,progressista-técnico
"Transição sim, mas com plano de proteção pra quem vai perder emprego nas indústrias tradicionais.",neutro,Transição Energética e Custo para a População,USP,progressista-técnico
"Oxe, até a Europa regulamentou. O Brasil tá atrasado nessa pauta.",positivo,Regulamentação das Redes Sociais e Discurso de Ódio,UNICAMP,técnico-crítico
"Oxe, cortar FIES em ano de desemprego alto é a pior decisão possível.",positivo,Expansão ou Corte do FIES e ProUni,USP,progressista-técnico
"mermão, pesquisa científica exige processo cognitivo que IA não substitui. Sou contra o uso sem restrição.",negativo,Regulamentação do Uso de IA em Provas e TCCs,UFRJ,progressista-carioca
Índice de ansiedade e depressão entre universitários é alarmante. Precisamos agir agora.,positivo,Saúde Mental no Ambiente Universitário,UFRJ,progressista-carioca
"Sou a favor do suporte, mas sem enfrentar a raiz — competição, precariedade, futuro incerto — não muda nada.",negativo,Saúde Mental no Ambiente Universitário,UFMG,progressista-regional
"cara, bandido não obedece lei de desarmamento. Só o cidadão honesto fica indefeso.",negativo,Desarmamento vs. Flexibilização do Porte de Armas,USP,progressista-técnico
"Apoio a iniciativa, mas quero ver dados de impacto antes de dizer que está funcionando.",neutro,Saúde Mental no Ambiente Universitário,PUC_SP,progressista-católico
"faz sentido, universidade federal não pode depender de repasse que muda a cada governo. Precisamos de autonomia orçamentária garantida em lei.",positivo,Cortes no Orçamento das Universidades Federais,FGV,liberal-econômico
O problema do Brasil não é pouca tributação de rico — é gasto público ineficiente. Começar por aí.,negativo,Reforma Tributária e Imposto sobre Grandes Fortunas,UNICAMP,técnico-crítico
Subsídio a energia solar beneficia quem tem telhado e dinheiro pra painel. Não é política popular.,negativo,Transição Energética e Custo para a População,UFBA,progressista-nordestino
Cada real cortado da universidade é multiplicado em atraso de desenvolvimento. Contra os cortes.,positivo,Cortes no Orçamento das Universidades Federais,UNB,político-crítico
Apoio total à criação de serviços de apoio psicológico gratuito no campus. Era o mínimo.,positivo,Saúde Mental no Ambiente Universitário,UFMG,progressista-regional
Cada disciplina tem uma relação diferente com IA. Não dá pra ter uma regra única pra tudo.,neutro,Regulamentação do Uso de IA em Provas e TCCs,INSPER,liberal-meritocrático
"O debate precisa separar posse em casa, porte em via pública e uso por CAC. São coisas diferentes.",neutro,Desarmamento vs. Flexibilização do Porte de Armas,MACKENZIE,conservador-técnico
"Nossa, que avanço ter esse debate de forma séria. A PUC precisava disso há anos.",positivo,Saúde Mental no Ambiente Universitário,UNICAMP,técnico-crítico
Difícil tomar partido sem ver o orçamento detalhado. Onde exatamente está sendo cortado?,neutro,Cortes no Orçamento das Universidades Federais,UFBA,progressista-nordestino
Países que legalizaram viram queda no número de abortos e zero aumento. Os dados estão aí.,positivo,Descriminalização vs. Legalização do Aborto,UFRJ,progressista-carioca
"Os dados internacionais apontam pra restrição, mas o contexto brasileiro tem especificidades.",neutro,Desarmamento vs. Flexibilização do Porte de Armas,PUC_SP,progressista-católico
"Contra corte indiscriminado, mas a favor de auditoria e transparência no uso do orçamento universitário.",neutro,Cortes no Orçamento das Universidades Federais,UFBA,progressista-nordestino
"IVA dual simplifica, mas sem progressividade real continuamos com sistema injusto.",positivo,Reforma Tributária e Imposto sobre Grandes Fortunas,UFBA,progressista-nordestino
"Não é pauta de saúde pública, é pauta ideológica. Existem alternativas que precisam ser debatidas antes.",negativo,Descriminalização vs. Legalização do Aborto,FGV,liberal-econômico
"basicamente, FIES e ProUni são as únicas portas de entrada no ensino superior pra quem não passou em federal.",positivo,Expansão ou Corte do FIES e ProUni,MACKENZIE,conservador-técnico
"Os dados internacionais apontam pra restrição, mas o contexto brasileiro tem especificidades.",neutro,Desarmamento vs. Flexibilização do Porte de Armas,INSPER,liberal-meritocrático
Nem proibir nem liberar sem critério. Precisamos de política clara e consistente entre os departamentos.,neutro,Regulamentação do Uso de IA em Provas e TCCs,PUC_SP,progressista-católico
"ué, muito formando que não consegue emprego na área e fica com dívida impagável. O modelo está errado.",negativo,Expansão ou Corte do FIES e ProUni,UNICAMP,técnico-crítico
"Uso como ferramenta auxiliar tudo bem, mas precisamos definir o que é plágio nesse novo contexto.",neutro,Regulamentação do Uso de IA em Provas e TCCs,MACKENZIE,conservador-técnico
"Oxe, até a Europa regulamentou. O Brasil tá atrasado nessa pauta.",positivo,Regulamentação das Redes Sociais e Discurso de Ódio,UFMG,progressista-regional
"Apoio regulamentação, mas com revisão independente e sem controle governamental direto.",neutro,Regulamentação das Redes Sociais e Discurso de Ódio,PUC_SP,progressista-católico
"Contra corte indiscriminado, mas a favor de auditoria e transparência no uso do orçamento universitário.",neutro,Cortes no Orçamento das Universidades Federais,FGV,liberal-econômico
Big tech não se autorregula. Precisamos de lei com dente e órgão regulador independente.,positivo,Regulamentação das Redes Sociais e Discurso de Ódio,USP,progressista-técnico
Financiar faculdade privada de baixa qualidade com dinheiro público não é inclusão — é desperdício.,negativo,Expansão ou Corte do FIES e ProUni,UNICAMP,técnico-crítico
"Nossa, que avanço ter esse debate de forma séria. A PUC precisava disso há anos.",positivo,Saúde Mental no Ambiente Universitário,PUC_SP,progressista-católico
Voto obrigatório aos 16 amplia participação e inclui quem mais vai sofrer as consequências das políticas.,negativo,Voto Obrigatório vs. Facultativo aos 16 Anos,UNICAMP,técnico-crítico
"Apoio a iniciativa, mas quero ver dados de impacto antes de dizer que está funcionando.",neutro,Saúde Mental no Ambiente Universitário,UNB,político-crítico
Voto obrigatório sem educação cívica séria é ritual vazio. Facultativo com consciência é melhor.,positivo,Voto Obrigatório vs. Facultativo aos 16 Anos,UNICAMP,técnico-crítico
"Apoio regulamentação, mas com revisão independente e sem controle governamental direto.",neutro,Regulamentação das Redes Sociais e Discurso de Ódio,PUC_SP,progressista-católico
Apoio o voto facultativo. Obrigar sem educação política é esvaziar o sentido da democracia.,positivo,Voto Obrigatório vs. Facultativo aos 16 Anos,UNICAMP,técnico-crítico
"Olha os dados do interior: onde o cidadão é armado, criminalidade específica cai.",negativo,Desarmamento vs. Flexibilização do Porte de Armas,UFMG,progressista-regional
Apoio a expansão. Cortar é fechar a universidade pra quem mais precisa dela.,positivo,Expansão ou Corte do FIES e ProUni,MACKENZIE,conservador-técnico
"A reforma simplificou o consumo, mas deixou a renda intocada. Avanço parcial.",neutro,Reforma Tributária e Imposto sobre Grandes Fortunas,FGV,liberal-econômico
"Mermão, o argumento de legítima defesa ignora que a maioria das mortes por arma é acidental ou impulsiva.",positivo,Desarmamento vs. Flexibilização do Porte de Armas,UNB,político-crítico
Tornar facultativo é enfraquecer a democracia. Jovem sem voto é jovem sem representação.,negativo,Voto Obrigatório vs. Facultativo aos 16 Anos,PUC_SP,progressista-católico
Apoio políticas de energia limpa mesmo com custo de curto prazo. O custo do inação é maior.,positivo,Transição Energética e Custo para a População,USP,progressista-técnico
"Apoio descriminalização em casos extremos, mas legalização ampla ainda gera dúvidas pra mim.",neutro,Descriminalização vs. Legalização do Aborto,MACKENZIE,conservador-técnico
"visse, finalmente a universidade tratando saúde mental como pauta institucional séria.",positivo,Saúde Mental no Ambiente Universitário,UFBA,progressista-nordestino
"Apoio descriminalização em casos extremos, mas legalização ampla ainda gera dúvidas pra mim.",neutro,Descriminalização vs. Legalização do Aborto,MACKENZIE,conservador-técnico
"olha, voto facultativo aos 16 respeita a autonomia de quem ainda não se sente pronto pra decidir.",positivo,Voto Obrigatório vs. Facultativo aos 16 Anos,MACKENZIE,conservador-técnico
